component,path,type,severity,line,details,suggestion
"GlassMenubar","components/navigation/GlassMenubar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMenubar","components/navigation/GlassMenubar.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMobileNav","components/navigation/GlassMobileNav.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMobileNav","components/navigation/GlassMobileNav.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassNavigation","components/navigation/GlassNavigation.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassNavigation","components/navigation/GlassNavigation.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassNavigationMenu","components/navigation/GlassNavigationMenu.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassNavigationMenu","components/navigation/GlassNavigationMenu.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassPagination","components/navigation/GlassPagination.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassPagination","components/navigation/GlassPagination.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassResponsiveNav","components/navigation/GlassResponsiveNav.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassResponsiveNav","components/navigation/GlassResponsiveNav.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSegmentedControl","components/navigation/GlassSegmentedControl.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSegmentedControl","components/navigation/GlassSegmentedControl.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_opacity","medium",314,"'shadow-[0_6px_18px_rgba(0,0,0,0.35),inset_0_1px_2px_rgba(255,255,255,0.35)] ring-1 ring-white/40',","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_opacity","medium",320,"<ChevronRight className=""w-5 h-5 text-primary drop-shadow-[0_1px_8px_rgba(0,0,0,0.8)]"" strokeWidth={3} />","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_opacity","medium",322,"<ChevronLeft className=""w-5 h-5 text-primary drop-shadow-[0_1px_8px_rgba(0,0,0,0.8)]"" strokeWidth={3} />","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_opacity","medium",402,"isActive ? 'bg-primary/15 text-primary shadow-[0_0_0_2px_${glassStyles.borderColor || ""rgba(59, 130, 246, 0.2)""}]' : '',","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_color","medium",433,"color: '#ffffff', // white text on dark background","Use COLORS.* constants or CSS custom properties"
"GlassSidebar","components/navigation/GlassSidebar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSidebar","components/navigation/GlassSidebar.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTabBar","components/navigation/GlassTabBar.tsx","hardcoded_color","medium",93,"const colorValue = '#3b82f6'; // Default color","Use COLORS.* constants or CSS custom properties"
"GlassTabBar","components/navigation/GlassTabBar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTabBar","components/navigation/GlassTabBar.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTabs","components/navigation/GlassTabs.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTabs","components/navigation/GlassTabs.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassToolbar","components/navigation/GlassToolbar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassToolbar","components/navigation/GlassToolbar.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"HeaderUserMenu","components/navigation/HeaderUserMenu.tsx","hardcoded_opacity","medium",72,"contentClassName=""w-80 glass-p-1 ring-1 ring-white/10 shadow-[0_20px_60px_rgba(2,8,23,0.55)] rounded-2xl""","Use --glass-opacity-* CSS variables or token-based rgba values"
"HeaderUserMenu","components/navigation/HeaderUserMenu.tsx","hardcoded_opacity","medium",78,"className=""flex items-center gap-3 px-3 py-3 glass-gradient-primary glass-gradient-primary via-white/3 glass-gradient-primary border border-white/12 shadow-[inset_0_1px_0_rgba(255,255,255,0.08)]""","Use --glass-opacity-* CSS variables or token-based rgba values"
"HeaderUserMenu","components/navigation/HeaderUserMenu.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"HeaderUserMenu","components/navigation/HeaderUserMenu.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"ScrollButtons","components/navigation/components/ScrollButtons.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"TabItem","components/navigation/components/TabItem.tsx","hardcoded_color","medium",34,"color: active ? '#ffffff' : glassTokenUtils.getSurface('neutral', 'level1').text.secondary,","Use COLORS.* constants or CSS custom properties"
"TabItem","components/navigation/components/TabItem.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"TabItem","components/navigation/components/TabItem.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"styled","components/navigation/styled.ts","hardcoded_opacity","medium",24,"background: ${props => props.$background !== false ? 'rgba(255, 255, 255, 0.1)' : 'transparent'};","Use --glass-opacity-* CSS variables or token-based rgba values"
"styled","components/navigation/styled.ts","hardcoded_blur","high",28,"case 'light': return 'blur(4px)';","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_blur","high",29,"case 'standard': return 'blur(8px)';","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_blur","high",30,"case 'heavy': return 'blur(16px)';","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_blur","high",31,"default: return 'blur(8px)';","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_radius","low",54,"border-radius: 8px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"styled","components/navigation/styled.ts","hardcoded_opacity","medium",59,"background: linear-gradient(180deg, rgba(255,255,255,0.28) 0%, rgba(255,255,255,0.16) 100%);","Use --glass-opacity-* CSS variables or token-based rgba values"
"styled","components/navigation/styled.ts","hardcoded_opacity","medium",66,"box-shadow: inset 0 1px 0 rgba(255,255,255,0.5);","Use --glass-opacity-* CSS variables or token-based rgba values"
"styled","components/navigation/styled.ts","hardcoded_blur","high",67,"backdrop-filter: blur(12px) saturate(120%);","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_blur","high",68,"-webkit-backdrop-filter: blur(12px) saturate(120%);","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"styled","components/navigation/styled.ts","hardcoded_opacity","medium",76,"background: radial-gradient(120% 60% at 20% 0%, rgba(255,255,255,0.55) 0%, rgba(255,255,255,0) 40%);","Use --glass-opacity-* CSS variables or token-based rgba values"
"styled","components/navigation/styled.ts","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_color","medium",138,"if (currentCoherence >= 0.8) return { label: 'Highly Coherent', color: '#10B981' }","Use COLORS.* constants or CSS custom properties"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_color","medium",139,"if (currentCoherence >= 0.5) return { label: 'Moderately Coherent', color: '#F59E0B' }","Use COLORS.* constants or CSS custom properties"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_color","medium",140,"if (currentCoherence >= 0.2) return { label: 'Low Coherence', color: '#EF4444' }","Use COLORS.* constants or CSS custom properties"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_color","medium",141,"return { label: 'Decoherent', color: '#7F1D1D' }","Use COLORS.* constants or CSS custom properties"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_opacity","medium",166,"<path d=""M 20 0 L 0 0 0 20"" fill=""none"" stroke=""rgba(255,255,255,0.1)"" strokeWidth=""1""/>","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_opacity","medium",172,"<line x1=""0"" y1=""50"" x2=""300"" y2=""50"" stroke=""rgba(255,255,255,0.3)"" strokeWidth=""1"" strokeDasharray=""5,5""/>","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_opacity","medium",241,"stroke=""rgba(255,255,255,0.3)""","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_opacity","medium",253,"stroke=""rgba(255,255,255,0.5)""","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_opacity","medium",261,"fill=""rgba(255,255,255,0.7)""","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCoherenceIndicator","components/quantum/GlassCoherenceIndicator.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassProbabilityCloud","components/quantum/GlassProbabilityCloud.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassProbabilityCloud","components/quantum/GlassProbabilityCloud.tsx","hardcoded_opacity","medium",284,"ctx.strokeStyle = 'rgba(200, 200, 255, 0.4)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassProbabilityCloud","components/quantum/GlassProbabilityCloud.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassProbabilityCloud","components/quantum/GlassProbabilityCloud.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassQuantumField","components/quantum/GlassQuantumField.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassQuantumField","components/quantum/GlassQuantumField.tsx","hardcoded_opacity","medium",576,"ctx.strokeStyle = 'rgba(255, 255, 100, 0.6)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumField","components/quantum/GlassQuantumField.tsx","hardcoded_opacity","medium",606,"ctx.fillStyle = 'rgba(0, 0, 0, 0.8)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumField","components/quantum/GlassQuantumField.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassQuantumField","components/quantum/GlassQuantumField.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",244,"ctx.fillStyle = 'rgba(255, 255, 255, 0.8)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",259,"ctx.strokeStyle = 'rgba(100, 200, 255, 0.6)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",277,"'rgba(255, 100, 255, 0.8)' :","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",278,"'rgba(100, 150, 255, 0.6)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",295,"'rgba(255, 100, 255, 0.2)' :","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",296,"'rgba(100, 150, 255, 0.2)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_opacity","medium",345,"ctx.strokeStyle = 'rgba(255, 255, 255, 0.3)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassQuantumTunnel","components/quantum/GlassQuantumTunnel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSuperpositionalMenu","components/quantum/GlassSuperpositionalMenu.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSuperpositionalMenu","components/quantum/GlassSuperpositionalMenu.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSuperpositionalMenu","components/quantum/GlassSuperpositionalMenu.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","hardcoded_opacity","medium",144,"ctx.strokeStyle = 'rgba(255, 255, 255, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","hardcoded_opacity","medium",164,"ctx.strokeStyle = 'rgba(255, 255, 255, 0.3)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","hardcoded_opacity","medium",252,"ctx.strokeStyle = 'rgba(255, 255, 255, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassWaveFunction","components/quantum/GlassWaveFunction.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassRating","components/rating/GlassRating.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassRating","components/rating/GlassRating.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassIntelligentSearch","components/search/GlassIntelligentSearch.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassIntelligentSearch","components/search/GlassIntelligentSearch.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSpotlightSearch","components/search/GlassSpotlightSearch.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSpotlightSearch","components/search/GlassSpotlightSearch.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCollaborativeCursor","components/social/GlassCollaborativeCursor.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCollaborativeCursor","components/social/GlassCollaborativeCursor.tsx","hardcoded_opacity","medium",201,"style={{ filter: `drop-shadow(0 2px 4px rgba(0,0,0,0.3))` }}","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassCollaborativeCursor","components/social/GlassCollaborativeCursor.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCollaborativeCursor","components/social/GlassCollaborativeCursor.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassPresenceIndicator","components/social/GlassPresenceIndicator.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassPresenceIndicator","components/social/GlassPresenceIndicator.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassPresenceIndicator","components/social/GlassPresenceIndicator.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassReactionBubbles","components/social/GlassReactionBubbles.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassReactionBubbles","components/social/GlassReactionBubbles.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassReactionBubbles","components/social/GlassReactionBubbles.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSharedWhiteboard","components/social/GlassSharedWhiteboard.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSharedWhiteboard","components/social/GlassSharedWhiteboard.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSharedWhiteboard","components/social/GlassSharedWhiteboard.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","hardcoded_color","medium",60,"low: { color: '#6B7280', icon: '📊' },","Use COLORS.* constants or CSS custom properties"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","hardcoded_color","medium",61,"medium: { color: '#10B981', icon: '📈' },","Use COLORS.* constants or CSS custom properties"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","hardcoded_color","medium",62,"high: { color: '#F59E0B', icon: '🔥' },","Use COLORS.* constants or CSS custom properties"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","hardcoded_color","medium",63,"viral: { color: '#EF4444', icon: '🚀' }","Use COLORS.* constants or CSS custom properties"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSocialFeed","components/social/GlassSocialFeed.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassVoiceWaveform","components/social/GlassVoiceWaveform.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassVoiceWaveform","components/social/GlassVoiceWaveform.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassVoiceWaveform","components/social/GlassVoiceWaveform.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"SpatialComputingEngine","components/spatial/SpatialComputingEngine.tsx","hardcoded_opacity","medium",471,"border: '1px dashed rgba(0, 255, 0, 0.5)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpatialComputingEngine","components/spatial/SpatialComputingEngine.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"SpatialComputingEngine","components/spatial/SpatialComputingEngine.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",24,"bg: 'rgba(99, 102, 241, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",25,"hover: 'rgba(79, 82, 221, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",26,"active: 'rgba(69, 72, 211, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",30,"bg: 'rgba(156, 39, 176, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",31,"hover: 'rgba(136, 19, 156, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",32,"active: 'rgba(116, 9, 136, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",36,"bg: 'rgba(240, 82, 82, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",37,"hover: 'rgba(220, 62, 62, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",38,"active: 'rgba(200, 42, 42, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",42,"bg: 'rgba(3, 169, 244, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",43,"hover: 'rgba(0, 149, 224, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",44,"active: 'rgba(0, 129, 204, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",48,"bg: 'rgba(76, 175, 80, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",49,"hover: 'rgba(56, 155, 60, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",50,"active: 'rgba(36, 135, 40, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",54,"bg: 'rgba(255, 152, 0, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",55,"hover: 'rgba(235, 132, 0, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",56,"active: 'rgba(215, 112, 0, 0.9)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",61,"bg: 'rgba(36, 36, 36, 0.85)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",62,"hover: 'rgba(48, 48, 48, 0.85)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"SpeedDial","components/speed-dial/SpeedDial.tsx","hardcoded_opacity","medium",63,"active: 'rgba(60, 60, 60, 0.85)',","Use --glass-opacity-* CSS variables or token-based rgba values"
